ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE,health_system,affiliation_type,latitude,longitude,geocoded,estimated_annual_visits,estimated_medicare_visits,estimated_medicaid_visits,volume_category,quality_score,patient_satisfaction,comprehensive_score,viability_category
O20080118000468,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1912926429,N,268513,1254236300,HANNIBAL REGIONAL HEALTHCARE SYSTEM INC,MONROE CITY FAMILY PRACTICE,1965-08-06,MO,CORPORATION,,N,821 US HWY 24 AND 36 E,,MONROE CITY,MO,634561470,HANNIBAL,Affiliated,,,False,2400,840,600,Low,3.763994939209833,53.76104275690193,100.0,Strong
O20080118000489,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1174542682,N,268512,1254236300,HANNIBAL REGIONAL HEALTHCARE SYSTEM INC,SHELBINA FAMILY PRACTICE,,,CORPORATION,,N,400 SOUTH CENTER ST,,SHELBINA,MO,634681404,HANNIBAL,Affiliated,,,False,2400,840,600,Low,4.301766448946012,69.74244978319238,100.0,Strong
O20080118000508,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1063431575,N,263984,1254236300,HANNIBAL REGIONAL HEALTHCARE SYSTEM INC,CANTON-LAGRANGE FAMILY PRACTICE,1965-08-06,MO,CORPORATION,,N,1802 ELM ST,,CANTON,MO,634351694,HANNIBAL,Affiliated,,,False,2400,840,600,Low,3.980818012523817,67.40867338446301,100.0,Strong
O20080123000715,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1508070269,N,263976,4183528169,CITIZENS MEMORIAL HEALTHCARE,HUMANSVILLE FAMILY MEDICAL CENTER,,,OTHER,HOSP DIST/TAX EXEMPT,N,201 S ARTHUR ST,,HUMANSVILLE,MO,656748400,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.4774401226974376,76.50393786476208,100.0,Strong
O20080125000443,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1740494541,N,268552,4183528169,CITIZENS MEMORIAL HEALTHCARE,PLEASANT HOPE FAMILY MEDICAL CENTER,,,OTHER,HOSPITAL DISTRICT,N,209 S MAIN ST,,PLEASANT HOPE,MO,657258121,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.980697802754207,78.4175597577716,100.0,Strong
O20080125000496,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1831303502,N,268553,4183528169,CITIZENS MEMORIAL HEALTHCARE,BUTTERFIELD PARK MEDICAL CENTER,,,OTHER,HOSP DIST/ TAX EXEMPT,N,1300 N OAKLAND AVE,STE A,BOLIVAR,MO,656133008,MEMORIAL,Affiliated,37.621628197737714,-93.40534296180024,True,4400,1540,1100,Low,4.569018283232984,93.76170839215887,100.0,Strong
O20080125000542,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1699989350,N,263411,4183528169,CITIZENS MEMORIAL HEALTHCARE,DADE COUNTY FAMILY MEDICAL CENTER,,,OTHER,HOSPITAL DISTRICT,N,105 N GRAND ST,STE 2,GREENFIELD,MO,656618198,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.782086980445024,84.5042383818605,100.0,Strong
O20080125000568,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1447464227,N,263977,4183528169,CITIZENS MEMORIAL HEALTHCARE,STOCKTON FAMILY MEDICAL CENTER,,,OTHER,HOSPITAL DIST/TAX EXEMPT,N,1521 3RD RD,,STOCKTON,MO,657859608,MEMORIAL,Affiliated,,,False,1200,420,300,Low,4.582321827907003,69.23096344337597,100.0,Strong
O20080125000584,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1417161449,N,263471,4183528169,CITIZENS MEMORIAL HEALTHCARE,ASH GROVE FAMILY MEDICAL CENTER,,,OTHER,HOSPITAL DIST/TAX EXEMPT,N,500 N MEDICAL DR,,ASH GROVE,MO,656041005,MEMORIAL,Affiliated,,,False,1200,420,300,Low,2.4901274479551274,66.01585328651642,96.56209512047215,Strong
O20080125000591,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1942414610,N,268554,4183528169,CITIZENS MEMORIAL HEALTHCARE,CMH OB/GYN AND PEDIATRIC CLINIC,,,OTHER,HOSPITAL DISTRICT/TAX EXEMPT,N,1195 N OAKLAND AVE,SUITE 2,BOLIVAR,MO,656138095,MEMORIAL,Affiliated,37.60659188377066,-93.40775106659825,True,4400,1540,1100,Low,4.210951252187612,79.91919171506505,100.0,Strong
O20080125000602,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1609080571,N,263482,4183528169,CITIZENS MEMORIAL HEALTHCARE,DALLAS COUNTY FAMILY MEDICAL CENTER,,,OTHER,HOSPITAL DIST TAX EXEMPT,N,201 S ASH ST,,BUFFALO,MO,656228674,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.8435235341190856,61.797667929793576,100.0,Strong
O20080129000578,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1558497917,N,263979,3870491863,OZARKS MEDICAL CENTER,OZARKS HEALTHCARE WINONA,1959-03-01,MO,CORPORATION,,N,9104 STATE HIGHWAY 19,,WINONA,MO,655888389,OZARKS,Affiliated,,,False,2400,840,600,Low,3.650496324767066,93.31458765854353,100.0,Strong
O20080129000683,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1760519029,N,263981,3870491863,OZARKS MEDICAL CENTER,OZARKS HEALTHCARE GAINESVILLE,1959-03-01,MO,CORPORATION,,N,37 MEDICAL DR,,GAINESVILLE,MO,656558133,OZARKS,Affiliated,,,False,2400,840,600,Low,3.845880388267751,86.79440120721287,100.0,Strong
O20080129000728,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1649306119,N,263484,3870491863,OZARKS MEDICAL CENTER,OZARKS HEALTHCARE WEST PLAINS,1959-03-01,MO,CORPORATION,,N,181 N KENTUCKY AVE,STE 100,WEST PLAINS,MO,657752092,OZARKS,Affiliated,36.7196932594883,-91.8498345488417,True,9600,3360,2400,Medium,2.8062155426995536,70.30824347895295,100.0,Strong
O20080130000191,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1306850698,N,263404,5092622001,CAMERON REGIONAL MEDICAL CENTER INC,HAMILTON FAMILY HEALTH CENTER,1963-06-28,MO,CORPORATION,,N,103 NORTH DAVIS ST,,HAMILTON,MO,646441143,Regional System,Affiliated,,,False,2400,840,600,Low,3.690164056081244,57.86865470909122,100.0,Strong
O20080130000236,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1740294040,N,263988,5092622001,CAMERON REGIONAL MEDICAL CENTER INC,JAMESPORT OUTREACH CLINIC,1963-06-28,MO,CORPORATION,,N,409 W AUBERRY GRV,,JAMESPORT,MO,646487189,Regional System,Affiliated,,,False,2400,840,600,Low,3.978556285755873,88.53872374165414,100.0,Strong
O20080130000269,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1275547598,N,263446,5092622001,CAMERON REGIONAL MEDICAL CENTER INC,POLO FAMILY HEALTH CENTER,1963-06-28,MO,CORPORATION,,N,198 N MAIN ST,,POLO,MO,646719780,Regional System,Affiliated,,,False,2400,840,600,Low,4.538947022370758,73.85460154747382,100.0,Strong
O20080130000696,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1588791842,N,268523,3870491863,OZARKS MEDICAL CENTER,OZARKS HEALTHCARE ALTON,1959-03-01,MO,CORPORATION,,N,100 MEDICAL DRIVE,BOX 468,ALTON,MO,656060468,OZARKS,Affiliated,,,False,2400,840,600,Low,3.540864890863176,87.37816311973462,100.0,Strong
O20080228000268,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1114005451,N,263496,5092624320,SKAGGS COMMUNITY HOSPITAL ASSOCIATION,COXHEALTH FAMILY MEDICINE & OBSTETRICS,1940-01-01,MO,CORPORATION,,N,525 BRANSON LANDING BLVD STE 508,,BRANSON,MO,656162052,Regional System,Affiliated,36.63734518782978,-93.21805967362585,True,9600,3360,2400,Medium,3.395753198553406,59.05572341205633,100.0,Strong
O20080229000186,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1629156971,N,268595,5092624320,SKAGGS COMMUNITY HOSPITAL ASSOCIATION,COXHEALTH BRANSON HILLS CLINIC,1940-01-01,MO,CORPORATION,,N,1601 BRANSON HILLS PKWY,STE 100,BRANSON,MO,656169908,Regional System,Affiliated,36.63821646291088,-93.22709767314771,True,9600,3360,2400,Medium,3.5491214782077316,69.00624977046228,100.0,Strong
O20080609000770,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1407865132,N,268530,8224940366,SCOTLAND COUNTY MEMORIAL HOSPITAL,LANCASTER MEDICAL SERVICES,,,OTHER,CRITICAL ACCESS HOSPITAL,N,404 N US HIGHWAY 63,,LANCASTER,MO,635481076,MEMORIAL,Affiliated,,,False,1200,420,300,Low,4.257701058851037,75.05243699718183,100.0,Strong
O20080611000083,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1205844982,N,268518,8224940366,SCOTLAND COUNTY MEMORIAL HOSPITAL,MEMPHIS MEDICAL SERVICES,,,OTHER,POLITICAL SUBDIVISION,N,450 E SIGLER AVE,STE A,MEMPHIS,MO,635551726,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.964375554829842,75.46980593764742,100.0,Strong
O20080611000137,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1528077534,N,268519,8224940366,SCOTLAND COUNTY MEMORIAL HOSPITAL,WYACONDA MEDICAL SERVICES,,,OTHER,POLITICAL SUBDIVISION,N,124 W JEFFERSON ST,BOX 317,WYACONDA,MO,634740317,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.5351198981164806,70.49934528520757,100.0,Strong
O20080625000575,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1730238551,N,268622,3274432802,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,APPLE KIDS PEDIATRICS,1969-04-01,MO,OTHER,POLITICAL SUBDIVISION,N,590 PINE DR,,STE GENEVIEVE,MO,636701456,MEMORIAL,Affiliated,,,False,1200,420,300,Low,4.056633716556678,81.22849932347499,100.0,Strong
O20080626000458,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1992875249,N,268623,3274432802,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,WOMEN'S HEALTH CENTER,1969-04-01,MO,OTHER,POLITICAL SUBDIVISION,N,800 STE GENEVIEVE DR,,STE GENEVIEVE,MO,636701434,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.84853877467402,64.32379570617405,100.0,Strong
O20080825000443,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1235135682,N,263875,4486729563,"DIXON FAMILY PRACTICE AND INTERNAL MEDICINE, LLC",,1997-07-01,MO,LLC,,P,206 W 2ND ST,,DIXON,MO,654598048,Independent,Independent,,,False,1800,630,450,Low,3.9843224952664444,73.57620514978707,78.29491049604448,Strong
O20080826000242,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1447412770,N,268630,9436041696,TEXAS COUNTY MEMORIAL HOSPITAL,TCMH FAMILY CLINIC - LICKING,,,OTHER,COUNTY FACILITY - GOV''T ENTITY,N,139 W HIGHWAY 32,,LICKING,MO,655429898,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.4489734530613236,76.20295631711899,100.0,Strong
O20081022000544,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1841463551,N,268626,8426024159,PEMISCOT COUNTY MEMORIAL HOSPITAL,BOOTHEEL PRIMARY CARE - CARUTHERSVILLE,,,OTHER,COUNTY GOVERNMENT OWNED,N,1502 WARD AVE,,CARUTHERSVILLE,MO,638302571,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.636168926701116,80.1443883405875,100.0,Strong
O20081029000377,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1457480188,N,263840,7416865845,MERCY CLINIC SPRINGFIELD COMMUNITIES,MERCY CLINIC FAMILY MEDICINE - MOUNTAIN GROVE,2000-09-01,MO,CORPORATION,,N,120 W 16TH ST,,MOUNTAIN GROVE,MO,657111039,MERCY,Affiliated,37.13698980519169,-92.25706168505465,True,4000,1400,1000,Low,3.603945923433921,82.11614878088889,100.0,Strong
O20081110000109,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1174789549,N,268635,1355252891,MISSOURI DELTA MEDICAL CENTER,SMITH STREET CLINIC,1942-03-30,MO,CORPORATION,,N,123 SMITH AVE,,SIKESTON,MO,638015239,Regional System,Affiliated,36.87797879337996,-89.5789740030718,True,12800,4480,3200,High,3.0682425259339405,63.75357908162131,100.0,Strong
O20090203000605,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1871593905,N,268921,5698839801,LORNA A TURNAGE,A PLUS FAMILY CLINIC,,,SOLE PROPRIETOR,,P,203 E 3RD ST,,PORTAGEVILLE,MO,638731401,Independent,Independent,,,False,1200,420,300,Low,3.648060138532288,59.65885829264378,75.55812638339353,Strong
O20090205000610,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1134363930,N,268632,5092622001,CAMERON REGIONAL MEDICAL CENTER INC,GALLATIN FAMILY MEDICINE CLINIC,1963-06-28,MO,CORPORATION,,N,502 S MAIN ST,,GALLATIN,MO,646401435,Regional System,Affiliated,,,False,2400,840,600,Low,3.9305276360899444,87.7767682189851,100.0,Strong
O20090303000002,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1568434520,N,263970,7618033473,AUSTIN R. TINSLEY,TINSLEY MEDICAL CLINIC,,,SOLE PROPRIETOR,,P,2400 LUCY LEE PKWY,A,POPLAR BLUFF,MO,639012427,Independent,Independent,36.75296530203707,-90.40167122244269,True,6800,2380,1700,Medium,3.5025567283212307,78.32314011979592,86.84254092526452,Strong
O20090420000100,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1124030424,N,263468,8123015518,PIKE COUNTY MEMORIAL HOSPITAL,PCMH CLINIC,,,OTHER,HOSPITAL OWNED RURAL HEALTH CLINIC,N,1015 W ADAMS ST,,BOWLING GREEN,MO,633341974,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.682706433312426,67.51513463443446,100.0,Strong
O20090602000035,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1952437675,N,263918,7416865845,MERCY CLINIC SPRINGFIELD COMMUNITIES,MERCY CLINIC FAMILY MEDICINE-BRANSON WEST,2000-09-01,MO,CORPORATION,,N,18598 BUSINESS 13,,BRANSON WEST,MO,657379659,MERCY,Affiliated,,,False,2400,840,600,Low,3.0923146289747927,90.51151975522522,100.0,Strong
O20090602000202,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1821243981,N,268634,7012801129,SALEM MEMORIAL HOSPITAL,SMDH FAMILY MEDICINE,,MO,OTHER,POLITICAL SUBDIVISION,N,35629 HIGHWAY 72 BLDG 3,,SALEM,MO,655607217,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.5896773386173204,76.15674634292859,100.0,Strong
O20090602000447,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1497887848,N,263909,7416865845,MERCY CLINIC SPRINGFIELD COMMUNITIES,MERCY CLINIC FAMILY MEDICINE- CASSVILLE,2000-09-01,MO,CORPORATION,,N,92 MAIN ST,,CASSVILLE,MO,656251610,MERCY,Affiliated,,,False,2400,840,600,Low,3.628642741736615,86.79297184063826,100.0,Strong
O20090603000059,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1851427785,N,263900,7416865845,MERCY CLINIC SPRINGFIELD COMMUNITIES,MERCY CLINIC FAMILY MEDICINE-EL DORADO SPRINGS,2000-09-01,MO,CORPORATION,,N,309E HOSPITAL RD,,EL DORADO SPRINGS,MO,647442021,MERCY,Affiliated,,,False,2400,840,600,Low,3.39886136538919,75.67518481410109,100.0,Strong
O20090603000096,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1770612590,N,263831,7416865845,MERCY CLINIC SPRINGFIELD COMMUNITIES,MERCY CLINIC PEDIATRICS-LEBANON,2000-09-01,MO,CORPORATION,,N,120 HOSPITAL DR,STE 350,LEBANON,MO,655369253,MERCY,Affiliated,,,False,2400,840,600,Low,3.7193571441669953,95.60747924881987,100.0,Strong
O20090603000136,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1629103502,N,263921,7416865845,MERCY CLINIC SPRINGFIELD COMMUNITIES,MERCY CLINIC FAMILY MEDICINE-BUFFALO,2000-09-01,MO,CORPORATION,,N,118W DALLAS ST,,BUFFALO,MO,656228669,MERCY,Affiliated,,,False,2400,840,600,Low,4.002025428407269,92.55340842443205,100.0,Strong
O20090603000218,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1447389127,N,263814,7416865845,MERCY CLINIC SPRINGFIELD COMMUNITIES,MERCY CLINIC-LEBANON-FAMILY MEDICINE,2000-09-01,MO,CORPORATION,,N,120 HOSPITAL DR,STE 100,LEBANON,MO,655369227,MERCY,Affiliated,,,False,2400,840,600,Low,4.743092950605265,72.51035851520926,100.0,Strong
O20090604000143,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1972635639,N,263934,7416865845,MERCY CLINIC SPRINGFIELD COMMUNITIES,MERCY CLINIC FAMILY MEDICINE-RICHLAND,1990-10-23,MO,CORPORATION,,N,904S PINE ST,,RICHLAND,MO,655567393,MERCY,Affiliated,,,False,2400,840,600,Low,3.8872889064159195,84.71570950954356,100.0,Strong
O20090616000612,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1235204702,N,268536,5496669962,HERMANN AREA HOSPITAL DISTRICT,MEDICAL CLINIC OF OWENSVILLE,,,OTHER,POLITICAL SUBDIVISION HOSPITAL DISTRICT,N,708 E HIGHWAY 28,,OWENSVILLE,MO,650661588,Regional System,Affiliated,,,False,1200,420,300,Low,3.9287751953613816,81.45375949585147,100.0,Strong
O20091005000662,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1700895711,N,268637,3971495532,SAINT LUKE'S HOSPITAL OF TRENTON,WRIGHT MEMORIAL PHYSICIANS GROUP,,,CORPORATION,,N,189 IOWA BLVD,,TRENTON,MO,646838343,Regional System,Affiliated,,,False,2400,840,600,Low,3.7627770421169164,88.68631557532349,100.0,Strong
O20091006000058,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1184658387,N,268647,3274432802,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,BLOOMSDALE FAMILY HEALTH CARE,1969-04-01,MO,OTHER,POLITICAL SUBDIVISION,N,255 BODERMAN,,BLOOMSDALE,MO,636279099,MEMORIAL,Affiliated,,,False,1200,420,300,Low,2.840614392350479,65.35076539419896,97.8975341088218,Strong
O20091008000706,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1073799367,N,268642,941207526,IRON COUNTY HOSPITAL DISTRICT,IRON COUNTY HOSPITAL FAMILY CARE CLINIC,,,OTHER,GOVERNMENT,N,301 N HWY 21,,PILOT KNOB,MO,636630329,Regional System,Affiliated,,,False,1200,420,300,Low,3.7867430622753915,81.8605145999844,100.0,Strong
O20091012000205,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1205064532,N,268650,3476456880,WASHINGTON COUNTY MEMORIAL HOSPITAL,WCMH URGENT CARE CLINIC,,,OTHER,GOVERNMENT ENTITY,N,300 HEALTH WAY DR,,POTOSI,MO,636641420,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.830115104970513,85.58424486849587,100.0,Strong
O20091012000272,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1285775858,N,268520,7810973252,SULLIVAN COUNTY MEMORIAL HOSPITAL,SULLIVAN COUNTY MEMORIAL HOSPITAL,,,OTHER,COUNTY OWNED,N,630 W 3RD ST,,MILAN,MO,635561076,MEMORIAL,Affiliated,,,False,1200,420,300,Low,5.0,57.41260513576886,100.0,Strong
O20091124000739,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1649504309,N,268640,4183528169,CITIZENS MEMORIAL HEALTHCARE,CMH WALK-IN CLINIC,,,OTHER,HOSPITAL DISTRICT,N,2230 S SPRINGFIELD AVE,STE H-J,BOLIVAR,MO,656139141,MEMORIAL,Affiliated,37.62309783443383,-93.40501884828038,True,4400,1540,1100,Low,3.7038195176094386,63.16741487334225,100.0,Strong
O20091201000040,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1578797494,N,268667,8123937356,BATES COUNTY MEMORIAL HOSPITAL,FAMILY CARE CLINIC ADRIAN,,,OTHER,COUNTY FACILITY,N,102 W MAIN ST,,ADRIAN,MO,647209207,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.950773671166806,54.607678222398995,100.0,Strong
O20091229000569,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1750457149,N,263420,5496641896,NORTHWEST MEDICAL CENTER ASSOCIATION INC,MOSAIC FAMILY CARE STANBERRY,1954-06-24,MO,OTHER,501(C)(3),N,202 E MAIN ST,,STANBERRY,MO,644891358,Regional System,Affiliated,,,False,1200,420,300,Low,3.782644115147378,72.30593165555442,100.0,Strong
O20100108000705,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1669606588,Y,268606,8123937356,BATES COUNTY MEMORIAL HOSPITAL,FAMILY CARE CLINIC NURSERY,,,OTHER,COUNTY FACILITY,N,617 W NURSERY ST,,BUTLER,MO,647301840,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.2156609811902337,82.17542255795962,100.0,Strong
O20100111000147,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1205162732,N,268506,8820139587,MERCY HOSPITAL JOPLIN,MERCY HOSPITAL JOPLIN NEOSHO,2009-08-21,MO,CORPORATION,,N,2550 LUSK DR,,NEOSHO,MO,648508855,MERCY,Affiliated,,,False,2400,840,600,Low,4.3714114072575105,90.02357052096028,100.0,Strong
O20100205000669,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1124125539,N,263495,7911915327,PUTNAM COUNTY MEMORIAL HOSPITAL,PUTNAM COUNTY MEMORIAL HOSPITAL RURAL HEALTH CLINIC,,,OTHER,COUNTY,N,1926 OAK ST,,UNIONVILLE,MO,635651180,MEMORIAL,Affiliated,,,False,1200,420,300,Low,4.1759665163433874,75.74094780419775,100.0,Strong
O20100212000705,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1801817416,N,268580,3274432802,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,FAMILY HEALTH CARE POINTE BASSE,1969-04-01,MO,OTHER,POLITICAL SUBDIVISION,N,753 POINTE BASSE DR,,SAINTE GENEVIEVE,MO,636701820,MEMORIAL,Affiliated,,,False,1200,420,300,Low,4.195515973521523,91.28615545571292,100.0,Strong
O20100219000232,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1811065477,N,263806,7416865845,MERCY CLINIC SPRINGFIELD COMMUNITIES,MERCY CLINIC - BIRCH TREE,2000-09-01,MO,CORPORATION,,N,9138 OBANION ST,,BIRCH TREE,MO,654388485,MERCY,Affiliated,,,False,2400,840,600,Low,3.34530627260263,61.198985417851084,99.50112363219563,Strong
O20100225000467,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1568692788,N,268651,3476456880,WASHINGTON COUNTY MEMORIAL HOSPITAL,POTOSI RURAL HEALTH CLINIC,,,OTHER,GOVERNMENT ENTITY,N,1 KWAN PLZ,,POTOSI,MO,636641435,MEMORIAL,Affiliated,,,False,1200,420,300,Low,4.501397155468049,57.96617560644845,100.0,Strong
O20100309000788,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1427385517,N,268645,9830095280,NEVADA CITY HOSPITAL,NRMC NOWCARE CLINIC,2010-03-09,MO,OTHER,HOSPITAL OWNED RHC,N,345 S BARRETT LN,STE 2,NEVADA,MO,647724256,Regional System,Affiliated,37.83539202740191,-94.3472735853682,True,1200,420,300,Low,3.0990744686038596,74.44452301103381,100.0,Strong
O20100319000341,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1811062375,N,263449,5496669962,HERMANN AREA HOSPITAL DISTRICT,ASSOCIATED MEDICAL ARTS,,,OTHER,POLITICAL SUBDIVISION HOSPITAL DISTRICT,N,504 NORTH STURGEON STREET,,MONTGOMERY CITY,MO,633611829,Regional System,Affiliated,,,False,1200,420,300,Low,4.093428546900135,78.84065448939307,100.0,Strong
O20100422000371,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1902851843,N,268646,8123937356,BATES COUNTY MEMORIAL HOSPITAL,FAMILY CARE CLINIC HIGH,,,OTHER,COUNTY HOSPITAL,N,706 S HIGH ST,,BUTLER,MO,647301833,MEMORIAL,Affiliated,,,False,1200,420,300,Low,4.895227812904989,74.67305251905907,100.0,Strong
O20100505000258,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1265754501,N,268653,9436041696,TEXAS COUNTY MEMORIAL HOSPITAL,TCMH MOUNTAIN GROVE CLINIC,,,OTHER,GOV'TAL ENTITY-COUNTY FACILITY,N,1905 W 19TH ST,,MOUNTAIN GROVE,MO,657111287,MEMORIAL,Affiliated,37.127306119592106,-92.27285459344243,True,2000,700,500,Low,3.3047318374346557,54.325578999601234,100.0,Strong
O20100525000426,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1437265311,N,263460,8123015518,PIKE COUNTY MEMORIAL HOSPITAL,EASTERN MISSOURI HEALTH SERVICES,,,OTHER,HOSPITAL OWNED RHC,N,2305 GEORGIA ST,,LOUISIANA,MO,633532559,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.516851135198614,74.10879960487212,100.0,Strong
O20100615000060,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1881608685,N,263474,7315841129,CEDAR COUNTY MEMORIAL HOSPITAL,CCMH MEDICAL MALL CLINIC,,,OTHER,COUNTY OWNED,N,1317 S STATE HIGHWAY 32,,EL DORADO SPRINGS,MO,647442302,MEMORIAL,Affiliated,,,False,1200,420,300,Low,3.8498256825438206,61.95530499495147,100.0,Strong
O20100617000860,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1790855401,N,263492,1355252891,MISSOURI DELTA MEDICAL CENTER,COMMUNITY CARE CENTER,,,CORPORATION,,N,1403 E MARSHALL ST,,CHARLESTON,MO,638341446,Regional System,Affiliated,,,False,2400,840,600,Low,3.5482621729419,81.69672548830039,100.0,Strong
O20100622000258,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1013236421,N,268652,1355252891,MISSOURI DELTA MEDICAL CENTER,WOMEN'S CARE CENTER,,,CORPORATION,,N,1013 N MAIN ST,,SIKESTON,MO,638015043,Regional System,Affiliated,36.88390130644836,-89.59516646717175,True,12800,4480,3200,High,3.0246682844669337,78.66598246096848,100.0,Strong
O20100701000394,MO,00-17,PART A PROVIDER - RURAL HEALTH CLINIC,1154656940,N,268917,9638088172,BRIDGES MEDICAL SERVICES PC,BRIDGES MEDICAL SERVICES-BRANSON,1999-04-01,MO,CORPORATION,,P,1440 STATE HIGHWAY 248,STE O,BRANSON,MO,656169257,Independent,Independent,36.64568682728712,-93.21438714807717,True,9600,3360,2400,Medium,3.5342814874030135,65.60120213672644,85.6972461632847,Strong
